unique_id,regulatory_status,report_type,ingredient_category,ingredient,adulterant,fraud_type,pub_year,detection_method,ref,inline_ref
34237,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Apple puree,Fruit from non-authentic botanical origin,Replacement,1995,Non-targeted FTIR combined with chemometrics,"Defernez M, Kemsley EK & Wilson RH. 1995. Use of infrared spectroscopy and chemometrics for the authentication of fruit purees. Journal of Agricultural and Food Chemistry 43(1):109-113.",Defernez and others 1995
34272,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Grapefruit juice,Replacement,1995,NIR with chemometrics,"Twomey M, Downey G & McNulty PB. 1995. The potential of NIR spectroscopy for the detection of the adulteration of orange juice. Journal of the Science of Food and Agriculture 67(1):77-84.",Twomey and others 1995
34273,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Grapefruit juice plus synthetic sugar/acid mixture,Replacement,1995,NIR with chemometrics,"Twomey M, Downey G & McNulty PB. 1995. The potential of NIR spectroscopy for the detection of the adulteration of orange juice. Journal of the Science of Food and Agriculture 67(1):77-84.",Twomey and others 1995
34284,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,"Mixture of sugar (corn, beet, or cane) and water",Replacement,1995,IRMS  (2H/1H) and  (18O/16O) of water from juice,"Yunianta, Zhang B-L, Lees M & Martin GJ. 1995. Stable isotope fractionation in fruit juice concentrates: application to the authentication of grape and orange products. Journal of Agricultural and Food Chemistry 43(9):2411-2417.",Yunianta and others 1995
34296,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Orange pulpwash,Replacement,1995,NIR with chemometrics,"Twomey M, Downey G & McNulty PB. 1995. The potential of NIR spectroscopy for the detection of the adulteration of orange juice. Journal of the Science of Food and Agriculture 67(1):77-84.",Twomey and others 1995
34297,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Orange pulpwash plus synthetic sugar/acid mixture,Replacement,1995,NIR with chemometrics,"Twomey M, Downey G & McNulty PB. 1995. The potential of NIR spectroscopy for the detection of the adulteration of orange juice. Journal of the Science of Food and Agriculture 67(1):77-84.",Twomey and others 1995
34319,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Raspberry puree,Fruit puree from non-authentic botanical origin,Replacement,1995,Non-targeted FTIR combined with chemometrics,"Defernez M, Kemsley EK & Wilson RH. 1995. Use of infrared spectroscopy and chemometrics for the authentication of fruit purees. Journal of Agricultural and Food Chemistry 43(1):109-113.",Defernez and others 1995
34322,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Red raspberry juice,Juice from non-authentic botanical origin,Replacement,1995,"Analysis of sugars, nonvolatile acids, (13C/12C) of juice, and minerals","Durst RW, Wrolstad RE & Krueger DA. 1995. Sugar, nonvolatile acid, 13C/12C ratio, and mineral analysis for determination of the authenticity and quality of red raspberry juice composition. Journal of AOAC International 78(5):1195-1204.",Durst and others 1995
34330,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Strawberry puree,Fruit puree from non-authentic botanical origin,Replacement,1995,Non-targeted FTIR combined with chemometrics,"Defernez M, Kemsley EK & Wilson RH. 1995. Use of infrared spectroscopy and chemometrics for the authentication of fruit purees. Journal of Agricultural and Food Chemistry 43(1):109-113.",Defernez and others 1995
34533,Food Ingredients,Scholarly,Natural flavoring complexes,Coriander oil* (Coriandrum sativum L.),Non-authentic oils,Replacement,1995,Enantioselective GC as well as enantio-GC-IRMS  (13C/12C),"Frank C, Dietrich A, Kremer U & Mosandl A. 1995. GC-IRMS in the authenticity control of the essential oil of Coriandrum sativum L. Journal of Agricultural and Food Chemistry 43(6):1634-1637.",Frank and others 1995
34598,Food Ingredients,Scholarly,Oils,"Edible oil (cold-pressed, extra virgin, or non-refined)",Refined edible oil,Replacement,1995,HPLC for stigmastadiene,"Biedermann M, Grob K & Bronz M. 1995. Determination of stigmastadiene in edible oils by HPLC-HPLC-UV. Riv. Ital. Sostanze Grasse 72:397-401.",Biedermann and others 1995a
34616,Food Ingredients,Scholarly,Oils,Olive oil,Corn oil,Replacement,1995,NIR with chemometrics,"Wesley I, Barnes R & McGill A. 1995. Measurement of adulteration of olive oils by near-infrared spectroscopy. Journal of the American Oil Chemists' Society 72(3):289-292.",Wesley and others 1995
34626,Food Ingredients,Scholarly,Oils,Olive oil,Grapeseed oil,Replacement,1995,HPLC with ampopheric detection for tocotrienols (adulterant markers),"Dionisi F, Prodolliet J & Tagliaferri E. 1995. Assessment of olive oil adulteration by reversed-phase high-performance liquid chromatography/amperometric detection of tocopherols and tocotrienols. Journal of the American Oil Chemists' Society 72(12):1505-",Dionisi and others 1995
34651,Food Ingredients,Scholarly,Oils,Olive oil,Oil from non-authentic botanical origin,Replacement,1995,LC-GC-FID for delta-7- and delta-8(14)-stigmastenol (adulterant marker),"Biedermann M, Grob K & Mariani C. 1995. Online LC-UV-GC-FID for the determination of ?7- and ?8(14)-sterols and its application for the detection of adulterated olive oils. Riv. Ital. Sostanze Grasse 72:339-344.",Biedermann and others 1995b
34662,Food Ingredients,Scholarly,Oils,Olive oil,Oil from non-authentic botanical origin rich in linoleic acid,Replacement,1995,HPLC for triacylglycerols fingerprinting,El-Hamdy AH & El-Fizga NK. 1995. Detection of olive oil adulteration by measuring its authenticity factor using reversed-phase high-performance liquid chromatography. Journal of Chromatography A 708(2):351-355.,El-Hamdy and El-Fizga 1995
34670,Food Ingredients,Scholarly,Oils,Olive oil,Palm oil,Replacement,1995,HPLC with ampopheric detection for tocotrienols (adulterant markers),"Dionisi F, Prodolliet J & Tagliaferri E. 1995. Assessment of olive oil adulteration by reversed-phase high-performance liquid chromatography/amperometric detection of tocopherols and tocotrienols. Journal of the American Oil Chemists' Society 72(12):1505-",Dionisi and others 1995
34688,Food Ingredients,Scholarly,Oils,Olive oil,Sunflower oil,Replacement,1995,NIR with chemometrics,"Wesley I, Barnes R & McGill A. 1995. Measurement of adulteration of olive oils by near-infrared spectroscopy. Journal of the American Oil Chemists' Society 72(3):289-292.",Wesley and others 1995
34697,Food Ingredients,Scholarly,Oils,Olive oil,Sunflower oil (desteroled),Replacement,1995,GC for delta-8(14) and delta-14 sterols,"Mariani C, Venturini S & Grob K. 1995. Identification of desteroled high oleic sunflower oil in olive oil. Riv. Ital. Sostanze Grasse 72:473-482.",Mariani and others 1995
34772,Food Ingredients,Scholarly,Oils,Olive oil (virgin),Oil from non-authentic botanical origin,Replacement,1995,NR,"Grob K, Bronz M, Biedermann M, Grolimund B, Boderius U, Neukom HP, Brunner M & Etter R. 1995. Adulterated olive oils from the Swiss market 1993-1995. Riv. Ital. Sostanze Grasse 72:525-528.",Grob and others 1995
34773,Food Ingredients,Scholarly,Oils,Olive oil (virgin),Olive oil from non-authentic geographic origin,Replacement,1995,1H-NMR on the unsaponifiable fraction of the oil combined with chemometrics,"Lai YW, Kemsley EK & Wilson RH. 1995. Quantitative analysis of potential adulterants of extra virgin olive oil using infrared spectroscopy. Food Chemistry 53(1):95-98.",Lai and others 1995
34874,Food Ingredients,Scholarly,Other,Coffee (instant),Coffee husk or parchment,Replacement,1995,Xylose detection as adulterant marker,"Prodolliet J, Bruelhart M, Blanc MB, Leloup V, Cherix G, Donnelly CM & Viani R. 1995. Adulteration of soluble coffee with coffee husks and parchments. J AOAC Int 78(3):761-767.",Prodolliet and others 1995
34931,Food Ingredients,Scholarly,Seafood,Scampi (Neplirops norvegicus),Crustacean of non-authentic species,Replacement,1995,SDS electrophoresis on protein extract,"Craig A, Ritchie AH & Mackie IM. 1995. Determining the authenticity of raw reformed breaded scampi (Nephrops norvegicus) by electrophoretic techniques. Food Chemistry 52(4):451-454.",Craig and others 1995
35090,Food Ingredients,Scholarly,Sweeteners,Honey,Invert beet sugar,Replacement,1995,GC-FID for adulterant oligosaccharides,Low NH & South W. 1995. Determination of honey authenticity by capillary gas chromatography. Journal of AOAC International 78(5).,Low and South 1995a
35094,Food Ingredients,Scholarly,Sweeteners,Honey,Invert syrups (beet or cane),Replacement,1995,GC for oligosaccharides fingerprinting (adulterant markers),Low NH & South W. 1995. Determination of honey authenticity by capillary gas chromatography. Journal of AOAC International 78(5):1210-1218.,Low and South 1995b
35118,Food Ingredients,Scholarly,Sweeteners,Maple syrup,Beet medium invert syrup,Replacement,1995,HPLC-PAD oligosaccharides analysis for adulterant markers,Stuckel JG & Low NH. 1995. Maple syrup authenticity analysis by anion-exchange liquid chromatography with pulsed amperometric detection. Journal of Agricultural and Food Chemistry 43(12):3046-3051.,Stuckel and Low 1995
35132,Food Ingredients,Scholarly,Sweeteners,Maple syrup,High-fructose corn syrup,Replacement,1995,HPLC-PAD oligosaccharides analysis for adulterant markers,Stuckel JG & Low NH. 1995. Maple syrup authenticity analysis by anion-exchange liquid chromatography with pulsed amperometric detection. Journal of Agricultural and Food Chemistry 43(12):3046-3051.,Stuckel and Low 1995
35149,Food Ingredients,Scholarly,"Wines, musts, spirits, liquors, and vinegars",Grape wine (Vitis vinifera),Must concentration,Addition,1995,IRMS (2H/1H) and   (18O/16O) of water from wine,"Yunianta, Zhang B-L, Lees M & Martin GJ. 1995. Stable isotope fractionation in fruit juice concentrates: application to the authentication of grape and orange products. Journal of Agricultural and Food Chemistry 43(9):2411-2417.",Yunianta and others 1995
35151,Food Ingredients,Scholarly,"Wines, musts, spirits, liquors, and vinegars",Grape wine (Vitis vinifera),Sugars,Addition,1995,IRMS  (2H/1H) and  (18O/16O) of water from wine,"Yunianta, Zhang B-L, Lees M & Martin GJ. 1995. Stable isotope fractionation in fruit juice concentrates: application to the authentication of grape and orange products. Journal of Agricultural and Food Chemistry 43(9):2411-2417.",Yunianta and others 1995
36193,Food Ingredients,Media,Spices,Paprika,Lead tetraoxide,Replacement,1995,NA,Anonymous. 1995. Adulteration of Paprika in Hungary. LEAD Action News. 3(3). Winter 1995. http://www.lead.org.au/lanv3n3/lanv3n3-6.html,Anonymous 1995b
36194,Food Ingredients,Media,Spices,Paprika,White pepper,Replacement,1995,NA,Anonymous. 1995. Adulteration of Paprika in Hungary. LEAD Action News. 3(3). Winter 1995. http://www.lead.org.au/lanv3n3/lanv3n3-6.html,Anonymous 1995b
36195,Food Ingredients,Media,Spices,Paprika,Curuma,Replacement,1995,NA,Anonymous. 1995. Adulteration of Paprika in Hungary. LEAD Action News. 3(3). Winter 1995. http://www.lead.org.au/lanv3n3/lanv3n3-6.html,Anonymous 1995b
36196,Food Ingredients,Media,Spices,Paprika,Barium sulfate,Replacement,1995,NA,Anonymous. 1995. Adulteration of Paprika in Hungary. LEAD Action News. 3(3). Winter 1995. http://www.lead.org.au/lanv3n3/lanv3n3-6.html,Anonymous 1995b
36197,Food Ingredients,Media,Spices,Paprika,Brick powder,Replacement,1995,NA,Anonymous. 1995. Adulteration of Paprika in Hungary. LEAD Action News. 3(3). Winter 1995. http://www.lead.org.au/lanv3n3/lanv3n3-6.html,Anonymous 1995b
36198,Food Ingredients,Media,Spices,Paprika,Colorants,Addition,1995,NA,Anonymous. 1995. Adulteration of Paprika in Hungary. LEAD Action News. 3(3). Winter 1995. http://www.lead.org.au/lanv3n3/lanv3n3-6.html,Anonymous 1995b
34102,Food Ingredients,Media,Sweeteners,Honey,Corn syrup,Replacement,1996,NR,"Nichols R. 1996. In The Honey Trade, Sweet Times Turning Sticky With Supplies Off, A Buzz Over Price, Purity. The Inquirer. Philladelphia.",Nichols 1996
34164,Food Ingredients,Scholarly,Dairy products and milk derivatives,Butter,Non-authentic fat,Replacement,1996,GC for triglyceride composition combined with chemometrics,Lipp M. 1996. Determination of the adulteration of butter fat by its triglyceride composition obtained by GC. A comparison of the suitability of PLS and neural networks. Food Chemistry 55(4):389-395.,Lipp 1996
34217,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Apple juice,d-malic acid,Replacement,1996,HPLC-UV for adulterant,Eisele TA. 1996. Determination of D-malic acid in apple juice by liquid chromatography: collaborative study. Journal of AOAC International 79(1):50-54.,Eisele 1996
34236,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Apple or orange juice,Corn syrup and beet or cane invert syrup,Replacement,1996,GC-FID for oligosaccharides adulterant markers,Low NH. 1996. Determination of fruit juice authenticity by capillary gas chromatography with flame ionization detection. J AOAC Int 79(3):724-737.,Low 1996
34286,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,"Mixture of sugar (corn, beet, or cane) and water",Replacement,1996,Non-targeted 1HNMR on freeze-dried samples combined with chemometrics,"Vogels JTWE, Terwel L, Tas AC, van den Berg F, Dukel F & van der Greef J. 1996. Detection of adulteration in orange juices by a new screening method using proton NMR spectroscopy in combination with pattern recognition techniques. Journal of Agricultural",Vogels and others 1996
34290,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Non-authentic sugars,Replacement,1996,HPLC-PAD for oligosaccharide fingerprinting,Luliano TA. 1996. A simplified method for determining undeclared sweeteners added to pure orange juice. Journal of AOAC International 79(6):1381-1387.,Luliano 1996
34291,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Non-authentic sweeteners,Replacement,1996,HPLC-PAD for adulterant oligosaccharides markers,Iuliano TA. 1996. A simplified method for determining undeclared sweeteners added to pure orange juice. J AOAC Int 79(6):1381-1387.,Iuliano 1996
34300,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Orange juice,Sodium benzoate fortified orange pulpwash,Replacement,1996,Non-targeted 1H-NMR on freeze-dried samples combined with chemometrics,"Vogels JTWE, Terwel L, Tas AC, van den Berg F, Dukel F & van der Greef J. 1996. Detection of adulteration in orange juices by a new screening method using proton NMR spectroscopy in combination with pattern recognition techniques. Journal of Agricultural",Vogels and others 1996
34317,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Raspberry puree,Apple puree,Replacement,1996,FTIR combined with chemometrics,"Kemsley EK, Holland JK, Defernez M & Wilson RH. 1996. Detection of adulteration of raspberry purees using infrared spectroscopy and chemometrics. Journal of Agricultural and Food Chemistry 44(12):3864-3870.",Kemsley and others 1996
34320,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Raspberry puree,Plum puree,Replacement,1996,FTIR with chemometrics,"Kemsley EK, Holland JK, Defernez M & Wilson RH. 1996. Detection of adulteration of raspberry purees using infrared spectroscopy and chemometrics. Journal of Agricultural and Food Chemistry 44(12):3864-3870.",Kemsley and others 1996
34321,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Raspberry puree,Sucrose,Addition,1996,FTIR with chemometrics,"Kemsley EK, Holland JK, Defernez M & Wilson RH. 1996. Detection of adulteration of raspberry purees using infrared spectroscopy and chemometrics. Journal of Agricultural and Food Chemistry 44(12):3864-3870.",Kemsley and others 1996
34446,Food Ingredients,Scholarly,Milk,"Milk (fluid, caprine)",Milk (bovine),Replacement,1996,Immunostick ELISA for beta-casein (adulterant marker),"Anguita G, Martín R, García L, Morales P, Haza AI, González I, Sanz B & Hernández PE. 1996. Immunostick ELISA for detection of cow's milk in ewe's milk and cheese using a monoclonal antibody against bovine-casein. Journal of Food Protection 59(4):436-437.",Anguita and others 1996
34544,Food Ingredients,Scholarly,Natural flavoring complexes,"Orange oil, bitter* (Citrus aurantium L.)",Grapefruit oil,Replacement,1996,"HPLC fingerprinting of coumarins, psoralens, and polymethoxyflavones for adulterant compounds","Dugo P, Mondello L, Cogliandro E, Verzera A & Dugo G. 1996. On the genuineness of citrus essential oils. 51. Oxygen heterocyclic compounds of bitter orange oil(Citrus aurantium L.). Journal of Agricultural and Food Chemistry 44(2):544-549.",Dugo and others 1996
34545,Food Ingredients,Scholarly,Natural flavoring complexes,"Orange oil, bitter* (Citrus aurantium L.)",Lemon oil,Replacement,1996,"HPLC fingerprinting of coumarins, psoralens, and polymethoxyflavones for adulterant compounds","Dugo P, Mondello L, Cogliandro E, Verzera A & Dugo G. 1996. On the genuineness of citrus essential oils. 51. Oxygen heterocyclic compounds of bitter orange oil(Citrus aurantium L.). Journal of Agricultural and Food Chemistry 44(2):544-549.",Dugo and others 1996
34546,Food Ingredients,Scholarly,Natural flavoring complexes,"Orange oil, bitter* (Citrus aurantium L.)",Lime oil,Replacement,1996,"HPLC fingerprinting of coumarins, psoralens, and polymethoxyflavones for adulterant compounds","Dugo P, Mondello L, Cogliandro E, Verzera A & Dugo G. 1996. On the genuineness of citrus essential oils. 51. Oxygen heterocyclic compounds of bitter orange oil(Citrus aurantium L.). Journal of Agricultural and Food Chemistry 44(2):544-549.",Dugo and others 1996
34547,Food Ingredients,Scholarly,Natural flavoring complexes,"Orange oil, bitter* (Citrus aurantium L.)",Sweet orange oil,Replacement,1996,"HPLC fingerprinting of coumarins, psoralens, and polymethoxyflavones for authentic compounds","Dugo P, Mondello L, Cogliandro E, Verzera A & Dugo G. 1996. On the genuineness of citrus essential oils. 51. Oxygen heterocyclic compounds of bitter orange oil(Citrus aurantium L.). Journal of Agricultural and Food Chemistry 44(2):544-549.",Dugo and others 1996
34613,Food Ingredients,Scholarly,Oils,Olive oil,Canola oil,Replacement,1996,NIR with chemometrics,"Wesley I, Pacheco F & McGill A. 1996. Identification of adulterants in olive oils. Journal of the American Oil Chemists' Society 73(4):515-518.",Wesley and others 1996
34678,Food Ingredients,Scholarly,Oils,Olive oil,Soybean oil,Replacement,1996,NIR with chemometrics,"Wesley I, Pacheco F & McGill A. 1996. Identification of adulterants in olive oils. Journal of the American Oil Chemists' Society 73(4):515-518.",Wesley and others 1996
34687,Food Ingredients,Scholarly,Oils,Olive oil,Sunflower oil,Replacement,1996,NIR with chemometrics,"Wesley I, Pacheco F & McGill A. 1996. Identification of adulterants in olive oils. Journal of the American Oil Chemists' Society 73(4):515-518.",Wesley and others 1996
34767,Food Ingredients,Scholarly,Oils,Olive oil (virgin),Corn oil,Replacement,1996,FTIR with chemometrics,"Baeten V, Meurens M, Morales MT & Aparicio R. 1996. Detection of virgin olive oil adulteration by fourier transform Raman spectroscopy. Journal of Agricultural and Food Chemistry 44(8):2225-2230.",Baeten and others 1996
34777,Food Ingredients,Scholarly,Oils,Olive oil (virgin),Olive pomace oil,Replacement,1996,FTIR with chemometrics,"Baeten V, Meurens M, Morales MT & Aparicio R. 1996. Detection of virgin olive oil adulteration by fourier transform Raman spectroscopy. Journal of Agricultural and Food Chemistry 44(8):2225-2230.",Baeten and others 1996
34783,Food Ingredients,Scholarly,Oils,Olive oil (virgin),Soybean oil,Replacement,1996,FTIR with chemometrics,"Baeten V, Meurens M, Morales MT & Aparicio R. 1996. Detection of virgin olive oil adulteration by fourier transform Raman spectroscopy. Journal of Agricultural and Food Chemistry 44(8):2225-2230.",Baeten and others 1996
34872,Food Ingredients,Scholarly,Other,Coffee (instant),Chicory,Replacement,1996,IR and chemometrics,"Briandet R, Kemsley EK & Wilson RH. 1996. Approaches to adulteration detection in instant coffees using infrared spectroscopy and chemometrics. Journal of the Science of Food and Agriculture 71(3):359-366.",Briandet and others 1996
34878,Food Ingredients,Scholarly,Other,Coffee (instant),Glucose,Replacement,1996,IR and chemometrics,"Briandet R, Kemsley EK & Wilson RH. 1996. Approaches to adulteration detection in instant coffees using infrared spectroscopy and chemometrics. Journal of the Science of Food and Agriculture 71(3):359-366.",Briandet and others 1996
34885,Food Ingredients,Scholarly,Other,Coffee (instant),Starch,Replacement,1996,IR and chemometrics,"Briandet R, Kemsley EK & Wilson RH. 1996. Approaches to adulteration detection in instant coffees using infrared spectroscopy and chemometrics. Journal of the Science of Food and Agriculture 71(3):359-366.",Briandet and others 1996
34922,Food Ingredients,Scholarly,Seafood,Canned tuna,Bonito (Euthynnus affinis),Replacement,1996,Sequence and restriction site analysis of PCR mitochondrial DNA,"Ram JL, Ram ML & Baidoun FF. 1996. Authentication of canned tuna and bonito by sequence and restriction site analysis of polymerase chain reaction products of mitochondrial DNA. Journal of Agricultural and Food Chemistry 44(8):2460-2467.",Ram and others 1996
34923,Food Ingredients,Scholarly,Seafood,Canned tuna,Frigate mackerel (Auxis thazard),Replacement,1996,Sequence and restriction site analysis of PCR mitochondrial DNA,"Ram JL, Ram ML & Baidoun FF. 1996. Authentication of canned tuna and bonito by sequence and restriction site analysis of polymerase chain reaction products of mitochondrial DNA. Journal of Agricultural and Food Chemistry 44(8):2460-2467.",Ram and others 1996
35121,Food Ingredients,Scholarly,Sweeteners,Maple syrup,Beet sugar,Replacement,1996,SNIF-NMR (2H/1H) and IRMS (13C/12C)  on ethanol from sample fermentation,"Martin GG, Martin Y-L, Naulet N & McManus HJD. 1996. Application of 2H SNIF-NMR and 13C SIRA-MS analyses to maple syrup: Detection of added sugars. Journal of Agricultural and Food Chemistry 44(10):3206-3213.",Martin and others 1996
35126,Food Ingredients,Scholarly,Sweeteners,Maple syrup,Cane sugar,Replacement,1996,SNIF-NMR (2H/1H) and IRMS (13C/12C)  on ethanol from sample fermentation,"Martin GG, Martin Y-L, Naulet N & McManus HJD. 1996. Application of 2H SNIF-NMR and 13C SIRA-MS analyses to maple syrup: Detection of added sugars. Journal of Agricultural and Food Chemistry 44(10):3206-3213.",Martin and others 1996
35136,Food Ingredients,Scholarly,"Wines, musts, spirits, liquors, and vinegars",Grape musts (concentrated rectified),Sugars,Replacement,1996,"Chemometrics analysis of data from SNIF-NMR (2H/1H) on isolated ethanol, IRMS (13C/12C), and determination of myo- and scyllo-inositol contents by GC","Monetti A, Versini G, Dalpiaz G & Reniero F. 1996. Sugar adulterations control in concentrated rectified grape musts by finite mixture distribution analysis of the myo- and scyllo-inositol content and the d/h methyl ratio of fermentative ethanol. Journal",Monetti and others 1996
35141,Food Ingredients,Scholarly,"Wines, musts, spirits, liquors, and vinegars",Grape wine (Vitis vinifera),Elderberry pigments,Addition,1996,HPLC-PDA for adulterant marker anthocyanins,Bridle P & García-Viguera C. 1996. A simple technique for the detection of red wine adulteration with elderberry pigments. Food Chemistry 55(2):111-113.,Bridle and García-Viguera 1996
35437,Food Ingredients,Scholarly,Preservatives,Grapefruit seed extract,Methyl p-hydroxybenzoate (Antimicrobial compound),Addition,1996,HPLC-MS for adulterants,"Sakamoto S, Sato K, Maitani T & Yamada T. 1996. Analysis of components in natural food additive ìgrapefruit seed extractî by HPLC and LC/MS. Eisei Shikenjo Hokoku (Bull Natl Inst Health Sci.). 114: 38-42.",Sakamoto and others 1996
35466,Food Ingredients,Scholarly,Oils,Olive oil,Canola oil,Replacement,1996,NR,Barnes PJ. 1996. Adulteration and fraud threaten safety. Nutrition & Food Science 96(4):23-26,Barnes 1996
35467,Food Ingredients,Scholarly,Oils,Olive pomace oil,Cottonseed oil,Replacement,1996,NR,Barnes PJ. 1996. Adulteration and fraud threaten safety. Nutrition & Food Science 96(4):23-26,Barnes 1996
35468,Food Ingredients,Scholarly,Other,Baby food,Non-authentic brand baby food,Replacement,1996,NR,Barnes PJ. 1996. Adulteration and fraud threaten safety. Nutrition & Food Science 96(4):23-26,Barnes 1996
35469,Food Ingredients,Scholarly,Other,Coffee (instant),Non-authentic brand coffee,Replacement,1996,NR,Barnes PJ. 1996. Adulteration and fraud threaten safety. Nutrition & Food Science 96(4):23-26,Barnes 1996
35470,Food Ingredients,Scholarly,Other,Drink mix,Non-authentic brand drink mix,Replacement,1996,NR,Barnes PJ. 1996. Adulteration and fraud threaten safety. Nutrition & Food Science 96(4):23-26,Barnes 1996
35471,Food Ingredients,Scholarly,Other,Infant formula (hypoallergenic),Infant formula with soy or dairy allergens,Replacement,1996,NR,Barnes PJ. 1996. Adulteration and fraud threaten safety. Nutrition & Food Science 96(4):23-26,Barnes 1996
35472,Food Ingredients,Scholarly,Oils,Canola oil,Reprocessed industrial rapeseed oil containing aniline,Replacement,1996,NR,Barnes PJ. 1996. Adulteration and fraud threaten safety. Nutrition & Food Science 96(4):23-26,Barnes 1996
35997,Food Ingredients,Scholarly,Spices,Paprika,Lead tetraoxide,Addition,1996,NA,"Kakosy T, Hudak A, Naray M. Lead intoxication epidemic caused by ingestion of contaminated ground paprika. Clinical toxicology. 34(5): 507-511.",Kakosy and other 1996
34100,Food Ingredients,Media,Sweeteners,Honey,Corn syrup,Replacement,1997,NR,Kurtzweil P. 1997. Sticking public with impure products puts syrup makers in prison. FDA Consumer (April).,Kurtzweil 1997
34243,Food Ingredients,Scholarly,"Fruit juices, concentrates, jams, purees, and preserves",Blood orange juice,Orange juice from non-authentic botanical origin,Replacement,1997,"HPLC fingerprinting of narirutin, hesperidin, didymin, and cinnamic acids (authentication markers)","Mouly PP, Gaydou EM, Faure R & Estienne JM. 1997. Blood orange juice authentication using cinnamic acid derivatives. variety differentiations associated with flavanone glycoside content. Journal of Agricultural and Food Chemistry 45(2):373-377.",Mouly and others 1997
34380,Food Ingredients,Scholarly,Meats,"Minced meat (chicken, pork, or turkey)",Meat from non-authentic species,Replacement,1997,MIR with chemometrics,"Al-Jowder O, Kemsley EK & Wilson RH. 1997. Mid-infrared spectroscopy and authenticity problems in selected meats: a feasibility study. Food Chemistry 59(2):195-201.",Al-Jowder and others 1997
34431,Food Ingredients,Scholarly,Milk,Milk (fluid),Soybean protein,Replacement,1997,HPLC-FID protein fingerprinting,"García MC, Marina ML & Torre M. 1997. Simultaneous separation of soya bean and animal whey proteins by reversed-phase high-performance liquid chromatography. quantitative analysis in edible samples. Analytical Chemistry 69(11):2217-2220.",García  and others 1997
34482,Food Ingredients,Scholarly,Milk,"Milk (fluid, ovine)",Milk (caprine),Replacement,1997,ELISA for caprine alpha-S2-casein (adulterant marker protein),"Haza AI, Morales P, Martin R, Garcia T, Anguita G, Gonzalez I, Sanz B & Hernandez PE. 1997. Use of a monoclonal antibody and two enzyme-linked immunosorbent assay formats for detection and quantification of the substitution of caprine milk for ovine milk.",Haza and others 1997
34524,Food Ingredients,Scholarly,Natural flavoring complexes,"Almond oil, bitter*",Synthetic or semi-synthetic benzaldehyde,Replacement,1997,SNIF-NMR (2H/1H) on four sites of isolated benzaldehyde,"Remaud G, Debon AA, Martin Y-l, Martin GG & Martin GJ. 1997. Authentication of bitter almond oil and cinnamon oil: Application of the SNIF-NMR method to benzaldehyde. Journal of Agricultural and Food Chemistry 45(10):4042-4048.",Remaud and others 1997a
34525,Food Ingredients,Scholarly,Natural flavoring complexes,Balm oil (Melissa ofjcinalis),"Citronella oil (Java type, Cymbopogon winterianus)",Replacement,1997,IRMS (13C/12C),"König WA, Fricke C, Saritas Y, Momeni B & Hohenfeld G. 1997. Adulteration or natural variability? enantioselective gas chromatography in purity control of essential oils. Journal of High Resolution Chromatography 20(2):55-61.",König and others 1997
34526,Food Ingredients,Scholarly,Natural flavoring complexes,Balm oil (Melissa ofjcinalis),Eucalyptus citriodora,Replacement,1997,Enantioselective GC for enantiomeric composition of citronellal,"König WA, Fricke C, Saritas Y, Momeni B & Hohenfeld G. 1997. Adulteration or natural variability? enantioselective gas chromatography in purity control of essential oils. Journal of High Resolution Chromatography 20(2):55-61.",König and others 1997
34527,Food Ingredients,Scholarly,Natural flavoring complexes,Bergamot oil*(Citrus aurantium L. subsp. bevgamia (Risso et Poit.),Non-authentic linalool and linalyl acetate,Replacement,1997,Enantioselective GC for enantiomeric composition of linalool and linalyl acetate,"König WA, Fricke C, Saritas Y, Momeni B & Hohenfeld G. 1997. Adulteration or natural variability? enantioselective gas chromatography in purity control of essential oils. Journal of High Resolution Chromatography 20(2):55-61.",König and others 1997
