adulterant,ingredient_category,pair_count,chem_count,cat_count
Tartrazine,Seafood,0,7,134
Tartrazine,Dairy products and milk derivatives,0,7,85
Tartrazine,Meats,0,7,40
Tartrazine,Preservatives,0,7,35
Tartrazine,Protein-based ingredients,0,7,35
Tartrazine,Functional food ingredients,0,7,34
Tartrazine,Gums,0,7,30
Tartrazine,Flavor chemicals,0,7,17
Tartrazine,Animal feed,0,7,12
Tartrazine,Emulsifiers,0,7,12
Tartrazine,Colors,0,7,5
Tartrazine,Nuts and nut-derived ingredients,0,7,5
Triuret,Milk,3,7,408
Triuret,Protein-based ingredients,3,7,35
Triuret,"Cereals, grains, and pulses",1,7,88
Triuret,Oils,0,7,495
Triuret,Spices,0,7,351
Triuret,Other,0,7,221
Triuret,Natural flavoring complexes,0,7,173
Triuret,Sweeteners,0,7,173
Triuret,"Fruit juices, concentrates, jams, purees, and preserves",0,7,167
Triuret,Seafood,0,7,134
Triuret,Dairy products and milk derivatives,0,7,85
Triuret,"Wines, musts, spirits, liquors, and vinegars",0,7,73
Triuret,Meats,0,7,40
Triuret,Preservatives,0,7,35
Triuret,Functional food ingredients,0,7,34
Triuret,Gums,0,7,30
Triuret,Flavor chemicals,0,7,17
Triuret,Animal feed,0,7,12
Triuret,Emulsifiers,0,7,12
Triuret,Colors,0,7,5
Triuret,Nuts and nut-derived ingredients,0,7,5
"Animal fat (lard, beef tallow, or chicken fat)",Oils,6,6,495
"Animal fat (lard, beef tallow, or chicken fat)",Milk,0,6,408
"Animal fat (lard, beef tallow, or chicken fat)",Spices,0,6,351
"Animal fat (lard, beef tallow, or chicken fat)",Other,0,6,221
"Animal fat (lard, beef tallow, or chicken fat)",Natural flavoring complexes,0,6,173
"Animal fat (lard, beef tallow, or chicken fat)",Sweeteners,0,6,173
"Animal fat (lard, beef tallow, or chicken fat)","Fruit juices, concentrates, jams, purees, and preserves",0,6,167
"Animal fat (lard, beef tallow, or chicken fat)",Seafood,0,6,134
"Animal fat (lard, beef tallow, or chicken fat)","Cereals, grains, and pulses",0,6,88
"Animal fat (lard, beef tallow, or chicken fat)",Dairy products and milk derivatives,0,6,85
"Animal fat (lard, beef tallow, or chicken fat)","Wines, musts, spirits, liquors, and vinegars",0,6,73
"Animal fat (lard, beef tallow, or chicken fat)",Meats,0,6,40
"Animal fat (lard, beef tallow, or chicken fat)",Preservatives,0,6,35
"Animal fat (lard, beef tallow, or chicken fat)",Protein-based ingredients,0,6,35
"Animal fat (lard, beef tallow, or chicken fat)",Functional food ingredients,0,6,34
"Animal fat (lard, beef tallow, or chicken fat)",Gums,0,6,30
"Animal fat (lard, beef tallow, or chicken fat)",Flavor chemicals,0,6,17
"Animal fat (lard, beef tallow, or chicken fat)",Animal feed,0,6,12
"Animal fat (lard, beef tallow, or chicken fat)",Emulsifiers,0,6,12
"Animal fat (lard, beef tallow, or chicken fat)",Colors,0,6,5
"Animal fat (lard, beef tallow, or chicken fat)",Nuts and nut-derived ingredients,0,6,5
Color additives,Spices,6,6,351
Color additives,Oils,0,6,495
Color additives,Milk,0,6,408
Color additives,Other,0,6,221
Color additives,Natural flavoring complexes,0,6,173
Color additives,Sweeteners,0,6,173
Color additives,"Fruit juices, concentrates, jams, purees, and preserves",0,6,167
Color additives,Seafood,0,6,134
Color additives,"Cereals, grains, and pulses",0,6,88
Color additives,Dairy products and milk derivatives,0,6,85
Color additives,"Wines, musts, spirits, liquors, and vinegars",0,6,73
Color additives,Meats,0,6,40
Color additives,Preservatives,0,6,35
Color additives,Protein-based ingredients,0,6,35
Color additives,Functional food ingredients,0,6,34
Color additives,Gums,0,6,30
Color additives,Flavor chemicals,0,6,17
Color additives,Animal feed,0,6,12
Color additives,Emulsifiers,0,6,12
Color additives,Colors,0,6,5
Color additives,Nuts and nut-derived ingredients,0,6,5
Gelatin of non-authentic animal origin (porcine or bovine),Gums,6,6,30
Gelatin of non-authentic animal origin (porcine or bovine),Oils,0,6,495
Gelatin of non-authentic animal origin (porcine or bovine),Milk,0,6,408
Gelatin of non-authentic animal origin (porcine or bovine),Spices,0,6,351
Gelatin of non-authentic animal origin (porcine or bovine),Other,0,6,221
Gelatin of non-authentic animal origin (porcine or bovine),Natural flavoring complexes,0,6,173
Gelatin of non-authentic animal origin (porcine or bovine),Sweeteners,0,6,173
Gelatin of non-authentic animal origin (porcine or bovine),"Fruit juices, concentrates, jams, purees, and preserves",0,6,167
Gelatin of non-authentic animal origin (porcine or bovine),Seafood,0,6,134
Gelatin of non-authentic animal origin (porcine or bovine),"Cereals, grains, and pulses",0,6,88
Gelatin of non-authentic animal origin (porcine or bovine),Dairy products and milk derivatives,0,6,85
Gelatin of non-authentic animal origin (porcine or bovine),"Wines, musts, spirits, liquors, and vinegars",0,6,73
Gelatin of non-authentic animal origin (porcine or bovine),Meats,0,6,40
Gelatin of non-authentic animal origin (porcine or bovine),Preservatives,0,6,35
Gelatin of non-authentic animal origin (porcine or bovine),Protein-based ingredients,0,6,35
Gelatin of non-authentic animal origin (porcine or bovine),Functional food ingredients,0,6,34
Gelatin of non-authentic animal origin (porcine or bovine),Flavor chemicals,0,6,17
Gelatin of non-authentic animal origin (porcine or bovine),Animal feed,0,6,12
Gelatin of non-authentic animal origin (porcine or bovine),Emulsifiers,0,6,12
Gelatin of non-authentic animal origin (porcine or bovine),Colors,0,6,5
Gelatin of non-authentic animal origin (porcine or bovine),Nuts and nut-derived ingredients,0,6,5
Grapefruit juice,"Fruit juices, concentrates, jams, purees, and preserves",6,6,167
Grapefruit juice,Oils,0,6,495
Grapefruit juice,Milk,0,6,408
Grapefruit juice,Spices,0,6,351
Grapefruit juice,Other,0,6,221
Grapefruit juice,Natural flavoring complexes,0,6,173
Grapefruit juice,Sweeteners,0,6,173
Grapefruit juice,Seafood,0,6,134
Grapefruit juice,"Cereals, grains, and pulses",0,6,88
Grapefruit juice,Dairy products and milk derivatives,0,6,85
Grapefruit juice,"Wines, musts, spirits, liquors, and vinegars",0,6,73
Grapefruit juice,Meats,0,6,40
Grapefruit juice,Preservatives,0,6,35
Grapefruit juice,Protein-based ingredients,0,6,35
Grapefruit juice,Functional food ingredients,0,6,34
Grapefruit juice,Gums,0,6,30
Grapefruit juice,Flavor chemicals,0,6,17
Grapefruit juice,Animal feed,0,6,12
Grapefruit juice,Emulsifiers,0,6,12
Grapefruit juice,Colors,0,6,5
Grapefruit juice,Nuts and nut-derived ingredients,0,6,5
Hydrogen peroxide,Milk,6,6,408
Hydrogen peroxide,Oils,0,6,495
Hydrogen peroxide,Spices,0,6,351
Hydrogen peroxide,Other,0,6,221
Hydrogen peroxide,Natural flavoring complexes,0,6,173
Hydrogen peroxide,Sweeteners,0,6,173
Hydrogen peroxide,"Fruit juices, concentrates, jams, purees, and preserves",0,6,167
Hydrogen peroxide,Seafood,0,6,134
Hydrogen peroxide,"Cereals, grains, and pulses",0,6,88
Hydrogen peroxide,Dairy products and milk derivatives,0,6,85
Hydrogen peroxide,"Wines, musts, spirits, liquors, and vinegars",0,6,73
Hydrogen peroxide,Meats,0,6,40
Hydrogen peroxide,Preservatives,0,6,35
Hydrogen peroxide,Protein-based ingredients,0,6,35
Hydrogen peroxide,Functional food ingredients,0,6,34
Hydrogen peroxide,Gums,0,6,30
Hydrogen peroxide,Flavor chemicals,0,6,17
Hydrogen peroxide,Animal feed,0,6,12
Hydrogen peroxide,Emulsifiers,0,6,12
Hydrogen peroxide,Colors,0,6,5
Hydrogen peroxide,Nuts and nut-derived ingredients,0,6,5
Japanese star anise (Illicium anisatum Linn),Spices,5,6,351
Japanese star anise (Illicium anisatum Linn),Natural flavoring complexes,1,6,173
Japanese star anise (Illicium anisatum Linn),Oils,0,6,495
Japanese star anise (Illicium anisatum Linn),Milk,0,6,408
Japanese star anise (Illicium anisatum Linn),Other,0,6,221
Japanese star anise (Illicium anisatum Linn),Sweeteners,0,6,173
Japanese star anise (Illicium anisatum Linn),"Fruit juices, concentrates, jams, purees, and preserves",0,6,167
Japanese star anise (Illicium anisatum Linn),Seafood,0,6,134
Japanese star anise (Illicium anisatum Linn),"Cereals, grains, and pulses",0,6,88
Japanese star anise (Illicium anisatum Linn),Dairy products and milk derivatives,0,6,85
Japanese star anise (Illicium anisatum Linn),"Wines, musts, spirits, liquors, and vinegars",0,6,73
Japanese star anise (Illicium anisatum Linn),Meats,0,6,40
Japanese star anise (Illicium anisatum Linn),Preservatives,0,6,35
Japanese star anise (Illicium anisatum Linn),Protein-based ingredients,0,6,35
Japanese star anise (Illicium anisatum Linn),Functional food ingredients,0,6,34
Japanese star anise (Illicium anisatum Linn),Gums,0,6,30
Japanese star anise (Illicium anisatum Linn),Flavor chemicals,0,6,17
Japanese star anise (Illicium anisatum Linn),Animal feed,0,6,12
Japanese star anise (Illicium anisatum Linn),Emulsifiers,0,6,12
Japanese star anise (Illicium anisatum Linn),Colors,0,6,5
Japanese star anise (Illicium anisatum Linn),Nuts and nut-derived ingredients,0,6,5
Mineral oil,Spices,4,6,351
Mineral oil,Oils,1,6,495
Mineral oil,Natural flavoring complexes,1,6,173
Mineral oil,Milk,0,6,408
Mineral oil,Other,0,6,221
Mineral oil,Sweeteners,0,6,173
Mineral oil,"Fruit juices, concentrates, jams, purees, and preserves",0,6,167
Mineral oil,Seafood,0,6,134
Mineral oil,"Cereals, grains, and pulses",0,6,88
Mineral oil,Dairy products and milk derivatives,0,6,85
Mineral oil,"Wines, musts, spirits, liquors, and vinegars",0,6,73
Mineral oil,Meats,0,6,40
Mineral oil,Preservatives,0,6,35
Mineral oil,Protein-based ingredients,0,6,35
Mineral oil,Functional food ingredients,0,6,34
Mineral oil,Gums,0,6,30
Mineral oil,Flavor chemicals,0,6,17
Mineral oil,Animal feed,0,6,12
Mineral oil,Emulsifiers,0,6,12
Mineral oil,Colors,0,6,5
Mineral oil,Nuts and nut-derived ingredients,0,6,5
Non-authentic brand,"Wines, musts, spirits, liquors, and vinegars",3,6,73
Non-authentic brand,Milk,1,6,408
Non-authentic brand,Other,1,6,221
Non-authentic brand,Sweeteners,1,6,173
Non-authentic brand,Oils,0,6,495
Non-authentic brand,Spices,0,6,351
Non-authentic brand,Natural flavoring complexes,0,6,173
Non-authentic brand,"Fruit juices, concentrates, jams, purees, and preserves",0,6,167
Non-authentic brand,Seafood,0,6,134
Non-authentic brand,"Cereals, grains, and pulses",0,6,88
Non-authentic brand,Dairy products and milk derivatives,0,6,85
Non-authentic brand,Meats,0,6,40
Non-authentic brand,Preservatives,0,6,35
Non-authentic brand,Protein-based ingredients,0,6,35
Non-authentic brand,Functional food ingredients,0,6,34
Non-authentic brand,Gums,0,6,30
Non-authentic brand,Flavor chemicals,0,6,17
Non-authentic brand,Animal feed,0,6,12
Non-authentic brand,Emulsifiers,0,6,12
Non-authentic brand,Colors,0,6,5
Non-authentic brand,Nuts and nut-derived ingredients,0,6,5
Non-authentic sweeteners,Sweeteners,5,6,173
Non-authentic sweeteners,"Fruit juices, concentrates, jams, purees, and preserves",1,6,167
Non-authentic sweeteners,Oils,0,6,495
Non-authentic sweeteners,Milk,0,6,408
Non-authentic sweeteners,Spices,0,6,351
Non-authentic sweeteners,Other,0,6,221
Non-authentic sweeteners,Natural flavoring complexes,0,6,173
Non-authentic sweeteners,Seafood,0,6,134
Non-authentic sweeteners,"Cereals, grains, and pulses",0,6,88
Non-authentic sweeteners,Dairy products and milk derivatives,0,6,85
Non-authentic sweeteners,"Wines, musts, spirits, liquors, and vinegars",0,6,73
Non-authentic sweeteners,Meats,0,6,40
Non-authentic sweeteners,Preservatives,0,6,35
Non-authentic sweeteners,Protein-based ingredients,0,6,35
Non-authentic sweeteners,Functional food ingredients,0,6,34
Non-authentic sweeteners,Gums,0,6,30
Non-authentic sweeteners,Flavor chemicals,0,6,17
Non-authentic sweeteners,Animal feed,0,6,12
Non-authentic sweeteners,Emulsifiers,0,6,12
Non-authentic sweeteners,Colors,0,6,5
Non-authentic sweeteners,Nuts and nut-derived ingredients,0,6,5
Pea protein,Milk,6,6,408
Pea protein,Oils,0,6,495
Pea protein,Spices,0,6,351
Pea protein,Other,0,6,221
Pea protein,Natural flavoring complexes,0,6,173
Pea protein,Sweeteners,0,6,173
Pea protein,"Fruit juices, concentrates, jams, purees, and preserves",0,6,167
Pea protein,Seafood,0,6,134
Pea protein,"Cereals, grains, and pulses",0,6,88
Pea protein,Dairy products and milk derivatives,0,6,85
Pea protein,"Wines, musts, spirits, liquors, and vinegars",0,6,73
Pea protein,Meats,0,6,40
Pea protein,Preservatives,0,6,35
Pea protein,Protein-based ingredients,0,6,35
Pea protein,Functional food ingredients,0,6,34
Pea protein,Gums,0,6,30
Pea protein,Flavor chemicals,0,6,17
Pea protein,Animal feed,0,6,12
Pea protein,Emulsifiers,0,6,12
Pea protein,Colors,0,6,5
Pea protein,Nuts and nut-derived ingredients,0,6,5
Sesame oil,Oils,6,6,495
Sesame oil,Milk,0,6,408
Sesame oil,Spices,0,6,351
Sesame oil,Other,0,6,221
Sesame oil,Natural flavoring complexes,0,6,173
Sesame oil,Sweeteners,0,6,173
Sesame oil,"Fruit juices, concentrates, jams, purees, and preserves",0,6,167
Sesame oil,Seafood,0,6,134
Sesame oil,"Cereals, grains, and pulses",0,6,88
Sesame oil,Dairy products and milk derivatives,0,6,85
Sesame oil,"Wines, musts, spirits, liquors, and vinegars",0,6,73
Sesame oil,Meats,0,6,40
Sesame oil,Preservatives,0,6,35
Sesame oil,Protein-based ingredients,0,6,35
Sesame oil,Functional food ingredients,0,6,34
Sesame oil,Gums,0,6,30
Sesame oil,Flavor chemicals,0,6,17
Sesame oil,Animal feed,0,6,12
Sesame oil,Emulsifiers,0,6,12
Sesame oil,Colors,0,6,5
Sesame oil,Nuts and nut-derived ingredients,0,6,5
Sodium chloride,Milk,5,6,408
Sodium chloride,Flavor chemicals,1,6,17
Sodium chloride,Oils,0,6,495
Sodium chloride,Spices,0,6,351
Sodium chloride,Other,0,6,221
Sodium chloride,Natural flavoring complexes,0,6,173
Sodium chloride,Sweeteners,0,6,173
Sodium chloride,"Fruit juices, concentrates, jams, purees, and preserves",0,6,167
Sodium chloride,Seafood,0,6,134
Sodium chloride,"Cereals, grains, and pulses",0,6,88
Sodium chloride,Dairy products and milk derivatives,0,6,85
Sodium chloride,"Wines, musts, spirits, liquors, and vinegars",0,6,73
Sodium chloride,Meats,0,6,40
Sodium chloride,Preservatives,0,6,35
Sodium chloride,Protein-based ingredients,0,6,35
Sodium chloride,Functional food ingredients,0,6,34
Sodium chloride,Gums,0,6,30
Sodium chloride,Animal feed,0,6,12
Sodium chloride,Emulsifiers,0,6,12
Sodium chloride,Colors,0,6,5
Sodium chloride,Nuts and nut-derived ingredients,0,6,5
Sugar,Sweeteners,2,6,173
Sugar,"Fruit juices, concentrates, jams, purees, and preserves",2,6,167
Sugar,Milk,1,6,408
Sugar,Spices,1,6,351
Sugar,Oils,0,6,495
Sugar,Other,0,6,221
Sugar,Natural flavoring complexes,0,6,173
Sugar,Seafood,0,6,134
Sugar,"Cereals, grains, and pulses",0,6,88
Sugar,Dairy products and milk derivatives,0,6,85
Sugar,"Wines, musts, spirits, liquors, and vinegars",0,6,73
Sugar,Meats,0,6,40
Sugar,Preservatives,0,6,35
Sugar,Protein-based ingredients,0,6,35
Sugar,Functional food ingredients,0,6,34
Sugar,Gums,0,6,30
Sugar,Flavor chemicals,0,6,17
Sugar,Animal feed,0,6,12
Sugar,Emulsifiers,0,6,12
Sugar,Colors,0,6,5
Sugar,Nuts and nut-derived ingredients,0,6,5
Vegetable oils of non-authentic botanical or geographic origin,Oils,6,6,495
Vegetable oils of non-authentic botanical or geographic origin,Milk,0,6,408
Vegetable oils of non-authentic botanical or geographic origin,Spices,0,6,351
Vegetable oils of non-authentic botanical or geographic origin,Other,0,6,221
Vegetable oils of non-authentic botanical or geographic origin,Natural flavoring complexes,0,6,173
Vegetable oils of non-authentic botanical or geographic origin,Sweeteners,0,6,173
Vegetable oils of non-authentic botanical or geographic origin,"Fruit juices, concentrates, jams, purees, and preserves",0,6,167
Vegetable oils of non-authentic botanical or geographic origin,Seafood,0,6,134
Vegetable oils of non-authentic botanical or geographic origin,"Cereals, grains, and pulses",0,6,88
Vegetable oils of non-authentic botanical or geographic origin,Dairy products and milk derivatives,0,6,85
Vegetable oils of non-authentic botanical or geographic origin,"Wines, musts, spirits, liquors, and vinegars",0,6,73
Vegetable oils of non-authentic botanical or geographic origin,Meats,0,6,40
Vegetable oils of non-authentic botanical or geographic origin,Preservatives,0,6,35
Vegetable oils of non-authentic botanical or geographic origin,Protein-based ingredients,0,6,35
Vegetable oils of non-authentic botanical or geographic origin,Functional food ingredients,0,6,34
Vegetable oils of non-authentic botanical or geographic origin,Gums,0,6,30
Vegetable oils of non-authentic botanical or geographic origin,Flavor chemicals,0,6,17
Vegetable oils of non-authentic botanical or geographic origin,Animal feed,0,6,12
Vegetable oils of non-authentic botanical or geographic origin,Emulsifiers,0,6,12
Vegetable oils of non-authentic botanical or geographic origin,Colors,0,6,5
Vegetable oils of non-authentic botanical or geographic origin,Nuts and nut-derived ingredients,0,6,5
Apple puree,"Fruit juices, concentrates, jams, purees, and preserves",5,5,167
Apple puree,Oils,0,5,495
Apple puree,Milk,0,5,408
Apple puree,Spices,0,5,351
Apple puree,Other,0,5,221
Apple puree,Natural flavoring complexes,0,5,173
Apple puree,Sweeteners,0,5,173
Apple puree,Seafood,0,5,134
Apple puree,"Cereals, grains, and pulses",0,5,88
Apple puree,Dairy products and milk derivatives,0,5,85
Apple puree,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Apple puree,Meats,0,5,40
Apple puree,Preservatives,0,5,35
Apple puree,Protein-based ingredients,0,5,35
Apple puree,Functional food ingredients,0,5,34
Apple puree,Gums,0,5,30
Apple puree,Flavor chemicals,0,5,17
Apple puree,Animal feed,0,5,12
Apple puree,Emulsifiers,0,5,12
Apple puree,Colors,0,5,5
Apple puree,Nuts and nut-derived ingredients,0,5,5
Chicory,Other,5,5,221
Chicory,Oils,0,5,495
Chicory,Milk,0,5,408
Chicory,Spices,0,5,351
Chicory,Natural flavoring complexes,0,5,173
Chicory,Sweeteners,0,5,173
Chicory,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Chicory,Seafood,0,5,134
Chicory,"Cereals, grains, and pulses",0,5,88
Chicory,Dairy products and milk derivatives,0,5,85
Chicory,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Chicory,Meats,0,5,40
Chicory,Preservatives,0,5,35
Chicory,Protein-based ingredients,0,5,35
Chicory,Functional food ingredients,0,5,34
Chicory,Gums,0,5,30
Chicory,Flavor chemicals,0,5,17
Chicory,Animal feed,0,5,12
Chicory,Emulsifiers,0,5,12
Chicory,Colors,0,5,5
Chicory,Nuts and nut-derived ingredients,0,5,5
Fish of non-authentic species,Seafood,5,5,134
Fish of non-authentic species,Oils,0,5,495
Fish of non-authentic species,Milk,0,5,408
Fish of non-authentic species,Spices,0,5,351
Fish of non-authentic species,Other,0,5,221
Fish of non-authentic species,Natural flavoring complexes,0,5,173
Fish of non-authentic species,Sweeteners,0,5,173
Fish of non-authentic species,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Fish of non-authentic species,"Cereals, grains, and pulses",0,5,88
Fish of non-authentic species,Dairy products and milk derivatives,0,5,85
Fish of non-authentic species,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Fish of non-authentic species,Meats,0,5,40
Fish of non-authentic species,Preservatives,0,5,35
Fish of non-authentic species,Protein-based ingredients,0,5,35
Fish of non-authentic species,Functional food ingredients,0,5,34
Fish of non-authentic species,Gums,0,5,30
Fish of non-authentic species,Flavor chemicals,0,5,17
Fish of non-authentic species,Animal feed,0,5,12
Fish of non-authentic species,Emulsifiers,0,5,12
Fish of non-authentic species,Colors,0,5,5
Fish of non-authentic species,Nuts and nut-derived ingredients,0,5,5
Fruit from non-authentic botanical origin,"Fruit juices, concentrates, jams, purees, and preserves",5,5,167
Fruit from non-authentic botanical origin,Oils,0,5,495
Fruit from non-authentic botanical origin,Milk,0,5,408
Fruit from non-authentic botanical origin,Spices,0,5,351
Fruit from non-authentic botanical origin,Other,0,5,221
Fruit from non-authentic botanical origin,Natural flavoring complexes,0,5,173
Fruit from non-authentic botanical origin,Sweeteners,0,5,173
Fruit from non-authentic botanical origin,Seafood,0,5,134
Fruit from non-authentic botanical origin,"Cereals, grains, and pulses",0,5,88
Fruit from non-authentic botanical origin,Dairy products and milk derivatives,0,5,85
Fruit from non-authentic botanical origin,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Fruit from non-authentic botanical origin,Meats,0,5,40
Fruit from non-authentic botanical origin,Preservatives,0,5,35
Fruit from non-authentic botanical origin,Protein-based ingredients,0,5,35
Fruit from non-authentic botanical origin,Functional food ingredients,0,5,34
Fruit from non-authentic botanical origin,Gums,0,5,30
Fruit from non-authentic botanical origin,Flavor chemicals,0,5,17
Fruit from non-authentic botanical origin,Animal feed,0,5,12
Fruit from non-authentic botanical origin,Emulsifiers,0,5,12
Fruit from non-authentic botanical origin,Colors,0,5,5
Fruit from non-authentic botanical origin,Nuts and nut-derived ingredients,0,5,5
Guar gum,Gums,4,5,30
Guar gum,Functional food ingredients,1,5,34
Guar gum,Oils,0,5,495
Guar gum,Milk,0,5,408
Guar gum,Spices,0,5,351
Guar gum,Other,0,5,221
Guar gum,Natural flavoring complexes,0,5,173
Guar gum,Sweeteners,0,5,173
Guar gum,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Guar gum,Seafood,0,5,134
Guar gum,"Cereals, grains, and pulses",0,5,88
Guar gum,Dairy products and milk derivatives,0,5,85
Guar gum,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Guar gum,Meats,0,5,40
Guar gum,Preservatives,0,5,35
Guar gum,Protein-based ingredients,0,5,35
Guar gum,Flavor chemicals,0,5,17
Guar gum,Animal feed,0,5,12
Guar gum,Emulsifiers,0,5,12
Guar gum,Colors,0,5,5
Guar gum,Nuts and nut-derived ingredients,0,5,5
Methyl p-hydroxybenzoate (Antimicrobial compound),Preservatives,5,5,35
Methyl p-hydroxybenzoate (Antimicrobial compound),Oils,0,5,495
Methyl p-hydroxybenzoate (Antimicrobial compound),Milk,0,5,408
Methyl p-hydroxybenzoate (Antimicrobial compound),Spices,0,5,351
Methyl p-hydroxybenzoate (Antimicrobial compound),Other,0,5,221
Methyl p-hydroxybenzoate (Antimicrobial compound),Natural flavoring complexes,0,5,173
Methyl p-hydroxybenzoate (Antimicrobial compound),Sweeteners,0,5,173
Methyl p-hydroxybenzoate (Antimicrobial compound),"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Methyl p-hydroxybenzoate (Antimicrobial compound),Seafood,0,5,134
Methyl p-hydroxybenzoate (Antimicrobial compound),"Cereals, grains, and pulses",0,5,88
Methyl p-hydroxybenzoate (Antimicrobial compound),Dairy products and milk derivatives,0,5,85
Methyl p-hydroxybenzoate (Antimicrobial compound),"Wines, musts, spirits, liquors, and vinegars",0,5,73
Methyl p-hydroxybenzoate (Antimicrobial compound),Meats,0,5,40
Methyl p-hydroxybenzoate (Antimicrobial compound),Protein-based ingredients,0,5,35
Methyl p-hydroxybenzoate (Antimicrobial compound),Functional food ingredients,0,5,34
Methyl p-hydroxybenzoate (Antimicrobial compound),Gums,0,5,30
Methyl p-hydroxybenzoate (Antimicrobial compound),Flavor chemicals,0,5,17
Methyl p-hydroxybenzoate (Antimicrobial compound),Animal feed,0,5,12
Methyl p-hydroxybenzoate (Antimicrobial compound),Emulsifiers,0,5,12
Methyl p-hydroxybenzoate (Antimicrobial compound),Colors,0,5,5
Methyl p-hydroxybenzoate (Antimicrobial compound),Nuts and nut-derived ingredients,0,5,5
Milk from non-authentic species,Milk,5,5,408
Milk from non-authentic species,Oils,0,5,495
Milk from non-authentic species,Spices,0,5,351
Milk from non-authentic species,Other,0,5,221
Milk from non-authentic species,Natural flavoring complexes,0,5,173
Milk from non-authentic species,Sweeteners,0,5,173
Milk from non-authentic species,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Milk from non-authentic species,Seafood,0,5,134
Milk from non-authentic species,"Cereals, grains, and pulses",0,5,88
Milk from non-authentic species,Dairy products and milk derivatives,0,5,85
Milk from non-authentic species,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Milk from non-authentic species,Meats,0,5,40
Milk from non-authentic species,Preservatives,0,5,35
Milk from non-authentic species,Protein-based ingredients,0,5,35
Milk from non-authentic species,Functional food ingredients,0,5,34
Milk from non-authentic species,Gums,0,5,30
Milk from non-authentic species,Flavor chemicals,0,5,17
Milk from non-authentic species,Animal feed,0,5,12
Milk from non-authentic species,Emulsifiers,0,5,12
Milk from non-authentic species,Colors,0,5,5
Milk from non-authentic species,Nuts and nut-derived ingredients,0,5,5
Non-authentic citrus oil,Natural flavoring complexes,5,5,173
Non-authentic citrus oil,Oils,0,5,495
Non-authentic citrus oil,Milk,0,5,408
Non-authentic citrus oil,Spices,0,5,351
Non-authentic citrus oil,Other,0,5,221
Non-authentic citrus oil,Sweeteners,0,5,173
Non-authentic citrus oil,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Non-authentic citrus oil,Seafood,0,5,134
Non-authentic citrus oil,"Cereals, grains, and pulses",0,5,88
Non-authentic citrus oil,Dairy products and milk derivatives,0,5,85
Non-authentic citrus oil,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Non-authentic citrus oil,Meats,0,5,40
Non-authentic citrus oil,Preservatives,0,5,35
Non-authentic citrus oil,Protein-based ingredients,0,5,35
Non-authentic citrus oil,Functional food ingredients,0,5,34
Non-authentic citrus oil,Gums,0,5,30
Non-authentic citrus oil,Flavor chemicals,0,5,17
Non-authentic citrus oil,Animal feed,0,5,12
Non-authentic citrus oil,Emulsifiers,0,5,12
Non-authentic citrus oil,Colors,0,5,5
Non-authentic citrus oil,Nuts and nut-derived ingredients,0,5,5
Non-authentic species,Spices,3,5,351
Non-authentic species,Other,1,5,221
Non-authentic species,Seafood,1,5,134
Non-authentic species,Oils,0,5,495
Non-authentic species,Milk,0,5,408
Non-authentic species,Natural flavoring complexes,0,5,173
Non-authentic species,Sweeteners,0,5,173
Non-authentic species,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Non-authentic species,"Cereals, grains, and pulses",0,5,88
Non-authentic species,Dairy products and milk derivatives,0,5,85
Non-authentic species,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Non-authentic species,Meats,0,5,40
Non-authentic species,Preservatives,0,5,35
Non-authentic species,Protein-based ingredients,0,5,35
Non-authentic species,Functional food ingredients,0,5,34
Non-authentic species,Gums,0,5,30
Non-authentic species,Flavor chemicals,0,5,17
Non-authentic species,Animal feed,0,5,12
Non-authentic species,Emulsifiers,0,5,12
Non-authentic species,Colors,0,5,5
Non-authentic species,Nuts and nut-derived ingredients,0,5,5
Papaya seed,Spices,5,5,351
Papaya seed,Oils,0,5,495
Papaya seed,Milk,0,5,408
Papaya seed,Other,0,5,221
Papaya seed,Natural flavoring complexes,0,5,173
Papaya seed,Sweeteners,0,5,173
Papaya seed,"Fruit juices, concentrates, jams, purees, and preserves",0,5,167
Papaya seed,Seafood,0,5,134
Papaya seed,"Cereals, grains, and pulses",0,5,88
Papaya seed,Dairy products and milk derivatives,0,5,85
Papaya seed,"Wines, musts, spirits, liquors, and vinegars",0,5,73
Papaya seed,Meats,0,5,40
Papaya seed,Preservatives,0,5,35
Papaya seed,Protein-based ingredients,0,5,35
Papaya seed,Functional food ingredients,0,5,34
Papaya seed,Gums,0,5,30
Papaya seed,Flavor chemicals,0,5,17
Papaya seed,Animal feed,0,5,12
Papaya seed,Emulsifiers,0,5,12
Papaya seed,Colors,0,5,5
