,classification,date_case,date_last_change,reference,country,type,category,subject
548,border rejection,16/07/2012,30/07/2012,2012.BLZ,France,food,fats and oils,unauthorised colour Sudan 4 (40 mg/kg - ppm) in palm oil from Mali
549,information for follow-up,11/07/2012,06/02/2014,2012.0963,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised novel food ingredient creatine derivative (tricreatine-malate and tricreatine orotate) and glycine and citrulline unauthorised in food supplement from the United States
550,information for follow-up,10/07/2012,07/02/2014,2012.0955,Germany,food,"dietetic foods, food supplements, fortified foods","unauthorised novel food ingredient creatine derivative (tri-creatine malate; tri-creatine orotate) and glycine and citrulline unauthorised in dietetic food product for intensive muscle building from the United States, via Hungary"
551,alert,09/07/2012,09/07/2012,2012.0949,Germany,food,"dietetic foods, food supplements, fortified foods",high content of beta-asarone (1278 mg/kg - ppm) in food supplements from the United Kingdom
552,alert,06/07/2012,05/12/2013,2012.0936,Finland,food,"dietetic foods, food supplements, fortified foods","unauthorised substance 1,3 dimethylamylamine (DMAA) in food supplement from Belgium"
553,border rejection,06/07/2012,01/08/2012,2012.BJY,Norway,food,cereals and bakery products,high content of aluminium (17 mg/kg - ppm) in beef flavour instant noodles from China
554,alert,04/07/2012,05/12/2013,2012.0924,Finland,food,"dietetic foods, food supplements, fortified foods","unauthorised substance 1,3 dimethylamylamine (DMAA) in food supplement from Canada"
555,alert,04/07/2012,05/12/2013,2012.0919,Finland,food,"dietetic foods, food supplements, fortified foods","unauthorised substance 1,3 dimethylamylamine (DMAA) in food supplement from the United States, via the Netherlands"
556,information for follow-up,04/07/2012,26/07/2012,2012.0916,Poland,food,"dietetic foods, food supplements, fortified foods","benzalkonium chloride (0.11 mg/kg - ppm) in food supplement from Slovakia, via the Czech Republic"
557,alert,03/07/2012,05/12/2013,2012.0910,Finland,food,"dietetic foods, food supplements, fortified foods","unauthorised substance 1,3 dimethylamylamine (DMAA) in food supplement from the United States, via the United Kingdom"
558,information for attention,02/07/2012,20/08/2012,2012.0907,Italy,food,fish and fish products,suspicion of carbon monoxide treatment (200 µg/kg - ppb) of chilled tuna slices (Thunnus albacares) from Spain
559,border rejection,29/06/2012,29/06/2012,2012.BIK,Portugal,food,fruits and vegetables,high content of aluminium (207 mg/kg - ppm) in dried algae from China
560,alert,27/06/2012,05/12/2013,2012.0890,Sweden,food,"dietetic foods, food supplements, fortified foods","unauthorised substance 1,3 dimethylamylamine (DMAA) in food supplement from the United States, via the Netherlands"
561,alert,27/06/2012,05/12/2013,2012.0887,Sweden,food,"dietetic foods, food supplements, fortified foods","unauthorised substance 1,3 dimethylamylamine (DMAA) in food supplement from the United States"
562,alert,27/06/2012,05/12/2013,2012.0886,Sweden,food,"dietetic foods, food supplements, fortified foods","unauthorised substance 1,3 dimethylamylamine (DMAA) in food supplement from the United States"
563,alert,20/06/2012,19/12/2012,2012.0847,Germany,food,wine,monoethylene glycol (MEG) (570 mg/l) in wine from Italy
564,information for attention,19/06/2012,19/06/2012,2012.0841,United Kingdom,food,fish and fish products,carbon monoxide treatment (0.6 mg/kg - ppm) of frozen raw hamachi yellowtail fillets from Japan
565,information for follow-up,15/06/2012,16/07/2012,2012.0828,Germany,food,herbs and spices,aflatoxins (B1 = 2.8; Tot. = 5.1 µg/kg - ppb) and unauthorised colours Sudan 1 (0.05 mg/kg - ppm) and Sudan 4 (0.04 mg/kg - ppm) in pepper from Turkey
566,alert,11/06/2012,22/01/2014,2012.0798,Sweden,food,"dietetic foods, food supplements, fortified foods","unauthorised substance 1,3 dimethylamylamine (DMAA) in food supplement from the United States, via the Netherlands"
567,information for attention,01/06/2012,30/09/2014,2012.0756,Denmark,food,fruits and vegetables,benzalkonium chloride (0.12 mg/kg - ppm) and didecyldimethylammonium chloride (0.08 mg/kg - ppm) in fresh snow peas from Kenya
568,information for follow-up,01/06/2012,03/08/2012,2012.0758,Netherlands,food,"dietetic foods, food supplements, fortified foods","high content of fulvic acid in diet supplement from the United States, via Switzerland and via Slovakia"
569,border rejection,31/05/2012,12/06/2012,2012.BDZ,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance phenolphthalein (2770 mg/kg - ppm) in slimming coffee from China
570,information for attention,30/05/2012,21/06/2012,2012.0741,Denmark,food,food additives and flavourings,unauthorised colour Rhodamine B (10; 15; 45 µg/kg - ppb) in turmeric powder from India
571,information for follow-up,30/05/2012,14/06/2012,2012.0736,Slovakia,food,fruits and vegetables,unauthorised food additive formic acid (300.44 mg/kg - ppm) in white sour cabbage from Poland
572,border rejection,30/05/2012,12/06/2012,2012.BDV,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (0.195 g/100g) in slimming coffee from China
573,information for follow-up,28/05/2012,18/06/2012,2012.0724,Slovakia,food,fruits and vegetables,unauthorised food additive formic acid (1699.49 mg/kg - ppm) in white sour cabbage from Poland
574,alert,25/05/2012,29/05/2012,2012.0716,Belgium,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine in slimming coffee from Australia
575,border rejection,25/05/2012,25/05/2012,2012.BDD,Slovenia,food,"dietetic foods, food supplements, fortified foods","unauthorised substance sibutramine (presence) in food supplement for weight loss from the United States, via China"
576,border rejection,24/05/2012,29/05/2012,2012.BDC,Slovenia,food,"dietetic foods, food supplements, fortified foods","unauthorised substance sibutramine in food supplement for weight loss manufactured in the United States, via China"
577,information for follow-up,22/05/2012,18/06/2012,2012.0690,Slovakia,food,fruits and vegetables,unauthorised food additive formic acid (319.44 mg/kg - ppm) in white sour cabbage from Poland
578,information for follow-up,21/05/2012,30/05/2012,2012.0672,Slovakia,food,fruits and vegetables,unauthorised food additive formic acid (1998.35 mg/kg - ppm) in white sour cabbage from Poland
579,information for attention,10/05/2012,01/08/2012,2012.0636,United Kingdom,food,fruits and vegetables,too high content of erucic acid (8.8 %) in green chillie pickles from India
580,alert,10/05/2012,20/06/2012,2012.0633,Luxembourg,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (11.8 mg/item) in food supplement from the Netherlands
581,border rejection,10/05/2012,10/05/2012,2012.BAN,Germany,food,other food product / mixed,high content of aluminium (23.2 mg/kg - ppm) in glass noodles made from mung bean and pea starch from China
582,alert,04/05/2012,04/04/2013,2012.0611,Netherlands,food,water for human consumption (other),"high level of alkalinity (pH:14; 3% active chlorite solution) in sparkling mineral water from France, via Belgium"
583,information for follow-up,04/05/2012,01/06/2012,2012.0614,Czech Republic,food,fruits and vegetables,unauthorised food additive formic acid (2116 mg/kg - ppm) in chilled white sour cabbage from Poland
584,information for follow-up,02/05/2012,06/05/2014,2012.0606,Finland,food,"dietetic foods, food supplements, fortified foods","unauthorised substances nickel, cobalt and vanadium in food supplement from the United States"
585,border rejection,02/05/2012,09/05/2012,2012.AZB,United Kingdom,food,"soups, broths, sauces and condiments",too high content of erucic acid (35.9 %) in mixed pickle (in oil) from Nepal
586,border rejection,01/05/2012,02/05/2012,2012.AYR,United Kingdom,food,cereals and bakery products,high content of aluminium (18 mg/kg - ppm) in buckwheat noodles from China
587,border rejection,25/04/2012,07/05/2012,2012.AYD,Czech Republic,food,fruits and vegetables,unauthorised placing on the market of food supplement containing Azadirachta indica from India
588,information for attention,17/04/2012,10/07/2015,2012.0552,Italy,food,fish and fish products,carbon monoxide treatment (338 mg/kg - ppm) of tuna fillets from Spain
589,information for follow-up,16/04/2012,18/06/2012,2012.0536,Czech Republic,food,fruits and vegetables,unauthorised food additive formic acid (1780 mg/kg - ppm) in chilled white sour cabbage in salty brine from Poland
590,alert,13/04/2012,15/01/2015,2012.0529,Germany,food,"nuts, nut products and seeds","aflatoxins (B1 = 212; Tot. = 367 µg/kg - ppb) and high content of cyanide (1580 mg/kg - ppm) in apricot kernels from the United States, with raw material from Turkey"
591,information for attention,13/04/2012,12/07/2012,2012.0533,Italy,food,fish and fish products,histamine (500 mg/kg - ppm) in and suspicion of carbon monoxide treatment (240 g/kg) of vacuum packed tuna (Tunnus albacares) from Spain
592,information for attention,13/04/2012,19/06/2012,2012.0531,Italy,food,fish and fish products,carbon monoxide treatment (310 µg/kg - ppb) of vacuum packed chilled yellowfin tuna loins (Thunnus Albacares) from Spain
593,information for follow-up,13/04/2012,18/06/2012,2012.0535,Czech Republic,food,fruits and vegetables,"unauthorised food additive formic acid (710 mg/kg - ppm) in chilled lacto-fermented gherkins from Poland, via Slovakia"
594,information for follow-up,11/04/2012,11/04/2012,2012.0523,Ireland,food,meat and meat products (other than poultry),"unauthorised placing on the market of horse quarters, bone-in form from Ireland"
595,information for attention,04/04/2012,10/07/2012,2012.0493,Italy,food,fish and fish products,suspicion of carbon monoxide treatment (160 µg/kg - ppb) of loins of chilled yellowfin tuna (Thunnus albacares) from Spain
596,information for follow-up,04/04/2012,05/04/2012,2012.0492,Germany,food,cereals and bakery products,"high content of aluminium (67 mg/kg - ppm) in sweet potato vermicelli from China, via the Netherlands"
597,information for attention,02/04/2012,04/05/2012,2012.0480,Bulgaria,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (0.4-16.2 mg) in slimming capsules from China
598,alert,29/03/2012,08/08/2012,2012.0472,Spain,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market (contains L-5-Hydroxytryptophan) of food supplement from Spain
599,information for attention,26/03/2012,04/07/2014,2012.0453,Italy,food,fish and fish products,carbon monoxide treatment (290 mg/kg - ppm) of refrigerated yellowfin tuna fillet (Thunnus albacares) from Spain
600,information for follow-up,23/03/2012,11/04/2012,2012.0447,Italy,food,fish and fish products,carbon monoxide treatment (300 µg/kg - ppb) of chilled yellowfin tuna loins (Thunnus Albacares) from Spain
601,information for follow-up,22/03/2012,16/07/2012,2012.0444,Italy,food,fish and fish products,carbon monoxide treatment (500 µg/kg - ppb) of chilled tuna loins (Thunnus albacares) from Spain
602,information for follow-up,16/03/2012,19/04/2012,2012.0407,Italy,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market of and unauthorised novel food ingredient Epimedium in food supplement containing Epimedium, Tangshen, Tuckahoe and Szechuan lovage from China, via the United Kingdom and via France"
603,border rejection,15/03/2012,04/05/2012,2012.AQE,Belgium,food,cereals and bakery products,"high content of aluminium (14.9; 16.5 mg/kg - ppm) in wheat noodles from China, via Hong Kong"
604,alert,15/03/2012,27/03/2012,2012.0401,Germany,food,fruits and vegetables,high content of iodine (63 mg/kg - ppm) in dried seaweed mix from Japan
605,information for attention,15/03/2012,15/03/2012,2012.0398,Germany,food,"soups, broths, sauces and condiments",high content of capsaicinoids (18157 mg/kg - ppm) in hot chilli spice sauce from the United States
606,information for follow-up,06/03/2012,02/08/2012,2012.0348,Italy,food,meat and meat products (other than poultry),nitrite and sulphite unauthorised and unauthorised use of colour E 120 - carmines in frozen minced meat from Romania
607,border rejection,06/03/2012,07/03/2012,2012.AON,Belgium,food,cereals and bakery products,high content of aluminium (20 mg/kg - ppm) in corn vermicelli from China
608,border rejection,05/03/2012,27/04/2012,2012.AOE,Belgium,food,fats and oils,unauthorised colour Sudan 4 (20 mg/kg - ppm) in palm oil from Ghana
609,border rejection,01/03/2012,01/03/2012,2012.ANY,Finland,food,cereals and bakery products,high content of aluminium (105 mg/kg - ppm) in bean vermicelli from Vietnam
610,information for attention,28/02/2012,28/02/2012,2012.0304,Germany,food,"dietetic foods, food supplements, fortified foods",benzethonium chloride (7.8 %) in grapefruit seed extract from the United States
611,information for attention,24/02/2012,31/07/2012,2012.0289,Slovenia,food,"dietetic foods, food supplements, fortified foods","unauthorised substance sibutramine in green coffee food supplement from the United States, via Hong Kong"
612,information for follow-up,21/02/2012,22/03/2012,2012.0272,Austria,food,fruits and vegetables,unauthorised substance morpholine (8.964 mg/kg - ppm) in plums from the United States
613,alert,16/02/2012,20/04/2012,2012.0253,Spain,food,"dietetic foods, food supplements, fortified foods","unauthorised substance sildenafil thiono analogue in food supplement from Malaysia, via Turkey and via Greece"
614,alert,15/02/2012,22/03/2013,2012.0248,Spain,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sildenafil in food supplement from Spain
615,information for attention,15/02/2012,28/03/2012,2012.0242,Finland,food,"dietetic foods, food supplements, fortified foods","unauthorised substance tadalafil (presence) in food supplement from the United States, via China"
616,information for attention,15/02/2012,23/02/2012,2012.0243,Finland,food,"dietetic foods, food supplements, fortified foods","unauthorised substances sildenafil and tadalafil in food supplement from the United States, via China"
617,alert,07/02/2012,28/03/2012,2012.0195,Austria,food,confectionery,unauthorised colour Rhodamine B (21.14 mg/kg - ppm) in Indian sweet mix from Italy
618,alert,02/02/2012,14/06/2012,2012.0165,Spain,food,"dietetic foods, food supplements, fortified foods",unauthorised substance tadalafil in food supplement from Norway
619,information for attention,30/01/2012,06/02/2012,2012.0149,Slovenia,food,"dietetic foods, food supplements, fortified foods","unauthorised substance sibutramine in green coffee from the United States, via Hong Kong"
620,information for attention,30/01/2012,30/01/2012,2012.0151,Slovenia,food,"dietetic foods, food supplements, fortified foods","unauthorised substance sibutramine in green coffee from the United States, via Hong Kong"
621,information for attention,24/01/2012,25/01/2012,2012.0125,Italy,food,"dietetic foods, food supplements, fortified foods",unauthorised substance octopamine hydrochloride (46.1mg / capsule) in fat burning diet supplement from the United States
622,information for follow-up,23/01/2012,25/07/2012,2012.0117,Italy,food,fish and fish products,carbon monoxide treatment (500 µg/kg - ppb) of chilled tuna (Thunnus albacares) from Spain
623,alert,23/01/2012,10/02/2012,2012.0115,Netherlands,food,"dietetic foods, food supplements, fortified foods",too high content of vitamin D (926000 IU /g) in vitamine D drops from Belgium
624,border rejection,17/01/2012,17/01/2012,2012.ADV,Italy,food,other food product / mixed,high content of aluminium (60 mg/kg - ppm) in sweet potato noodles from China
625,border rejection,17/01/2012,17/01/2012,2012.ADO,Germany,food,cereals and bakery products,high content of aluminium (19.5; 28 mg/kg - ppm) in Japanese buckwheat and wheat noodles from China
626,border rejection,11/01/2012,11/01/2012,2012.ABI,United Kingdom,food,fish and fish products,carbon monoxide treatment (1.5 mg/kg - ppm) of frozen amberjack (Seriola spp) from Japan
627,information for follow-up,10/01/2012,30/10/2012,2012.0045,Hungary,food,"dietetic foods, food supplements, fortified foods",unauthorised substance melatonin in food supplement from the United States
628,information for follow-up,09/01/2012,14/02/2014,2012.0030,Italy,food,fish and fish products,carbon monoxide treatment (400; 700 µg/kg - ppb) of chilled sliced tuna (Thunnus albacares) from Spain
629,information for attention,06/01/2012,20/01/2012,2012.0024,Germany,food,confectionery,unauthorised colour Rhodamine B (presence) in sweet mix partially coated with coconut flakes from Italy
630,information for follow-up,06/01/2012,06/01/2012,2012.0023,Germany,food,cereals and bakery products,"high content of aluminium (51 mg/kg - ppm) in vermicelli noodles from China, via the Netherlands"
631,border rejection,04/01/2012,04/01/2012,2012.AAH,Finland,food,cereals and bakery products,high content of aluminium (48 mg/kg - ppm) in noodles from China
632,information for follow-up,02/01/2012,18/09/2015,2012.0002,Italy,food,fish and fish products,carbon monoxide treatment (400; 200 µg/kg - ppb) of chilled yellowfin tuna (Thunnus Albacares) from Spain
633,information for follow-up,02/01/2012,26/04/2012,2012.0001,Italy,food,fish and fish products,"carbon monoxide treatment (230 µg/kg - ppb) of chilled tuna fillets (Thunnus albacares) from Spain, with raw material from Mexico"
634,information for attention,30/12/2011,05/01/2012,2011.1951,Malta,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (1274 mg/kg - ppm) in herbal slimming tea from China
635,information for attention,30/12/2011,05/01/2012,2011.1949,Malta,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (811 mg/kg - ppm) in herbal slimming tea from China
636,border rejection,29/12/2011,29/12/2011,2011.CTX,Italy,food,fruits and vegetables,high content of aluminium (24 mg/kg - ppm) in potato noodles from China
637,information for attention,23/12/2011,10/07/2013,2011.1911,Italy,food,fish and fish products,carbon monoxide treatment (400 µg/kg - ppb) of frozen slices of tuna (Thunnus albacares) from Spain
638,alert,22/12/2011,17/01/2012,2011.1905,Czech Republic,food,"dietetic foods, food supplements, fortified foods",unauthorised substance tadalafil (34.3 mg/kg - ppm) in food supplement from Poland
639,information for attention,20/12/2011,16/03/2012,2011.1876,Italy,food,fish and fish products,"carbon monoxide treatment (250 µg/kg - ppb) of chilled loin tuna yellowfin (Thunnus Albacares) from Spain, with raw material from Panama"
640,alert,16/12/2011,20/12/2011,2011.1863,Denmark,food,non-alcoholic beverages,unauthorised substance ephedrine and high content of caffeine (180 mg/item) in iced fruit tea from Hong Kong
641,alert,15/12/2011,30/01/2012,2011.1855,Germany,food,"dietetic foods, food supplements, fortified foods",high content of beta-asarone (alcoholic extract:280; watery extract: 230 mg/kg - ppm) in food supplement from Germany
642,information for attention,15/12/2011,16/12/2011,2011.1854,Germany,food,cereals and bakery products,high content of aluminium (68 mg/kg - ppm) in rice flour from Vietnam
643,information for follow-up,13/12/2011,24/04/2012,2011.1839,United Kingdom,food,"soups, broths, sauces and condiments","high content of aluminium (24.1 mg/kg - ppm) in chicken flavour instant noodle soup from Vietnam, via Poland"
644,information for attention,07/12/2011,15/12/2011,2011.1786,Czech Republic,food,cereals and bakery products,high content of aluminium (16.4 mg/kg - ppm) in instant rice noodles from Vietnam
645,border rejection,06/12/2011,16/12/2011,2011.COZ,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (1330 mg/kg - ppm) in slimming coffee from China
646,border rejection,06/12/2011,16/12/2011,2011.COX,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (2180 mg/kg - ppm) in slimming coffee from China
647,border rejection,06/12/2011,16/12/2011,2011.COW,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (2250 mg/kg - ppm) in slimming coffee from China
648,border rejection,06/12/2011,16/12/2011,2011.COV,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (1180 mg/kg - ppm) in slimming coffee from China
649,border rejection,06/12/2011,16/12/2011,2011.COU,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine (1810 mg/kg - ppm) in slimming coffee from China
650,information for attention,06/12/2011,06/12/2011,2011.1779,United Kingdom,food,"soups, broths, sauces and condiments",too high content of erucic acid (25.7; 32.8; 43.1; 43; 40.2; 40.7; 43.8; 43.6; 43.2; 43.4; 18.8 g/100g fat) in pickles from Bangladesh
651,alert,05/12/2011,04/01/2012,2011.1773,Germany,food,"soups, broths, sauces and condiments",high content of capsaicin (2790 mg/kg - ppm) and of capsaicinoids (5240 mg/kg - ppm) in hot sauce from Germany
652,border rejection,05/12/2011,14/12/2011,2011.COL,Italy,food,fish and fish products,suspicion of carbon monoxide treatment (70 µg/kg - ppb) of frozen nile tilapia (Oreochromis niloticus) from China
653,information for follow-up,02/12/2011,10/01/2012,2011.1769,United Kingdom,food,"soups, broths, sauces and condiments","too high content of erucic acid (55.2 g/100g fat) in mango pickle from India, via the United Kingdom"
654,information for attention,29/11/2011,02/12/2011,2011.1732,Finland,food,fruits and vegetables,too high content of nitrate (3800 mg/kg - ppm) in fresh spinach from Italy
655,alert,28/11/2011,14/05/2012,2011.1729,Germany,food,"soups, broths, sauces and condiments",high content of capsaicin (51490 mg/kg - ppm) in chilli extract from the United States
656,alert,28/11/2011,03/01/2012,2011.1730,Germany,food,"soups, broths, sauces and condiments",high content of capsaicin (45590 mg/kg - ppm) in chilli extract from the United States
657,alert,24/11/2011,19/01/2012,2011.1696,Germany,food,"soups, broths, sauces and condiments","high content of capsaicin (716000 mg/kg - ppm) in chilli extract with raw material from India, via Germany"
658,information for follow-up,21/11/2011,06/05/2014,2011.1677,Belgium,food,"dietetic foods, food supplements, fortified foods","unauthorised substance vanadium in food supplement from the United States, via France"
659,border rejection,21/11/2011,21/11/2011,2011.CKQ,United Kingdom,food,fish and fish products,carbon monoxide treatment (1.5 mg/kg - ppm) of frozen farmed yellowtail fillets from Japan
660,border rejection,16/11/2011,16/11/2011,2011.CJR,Latvia,food,"soups, broths, sauces and condiments",unauthorised colour Sudan 1 (1469 µg/kg - ppb) in adzika sauce from Russia
661,information for attention,10/11/2011,05/11/2014,2011.1611,Norway,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market of and unauthorised novel food ingredient tongkat ali (Eurycoma longifolia) in lust stimulating tablets containing Maca (Lepidium meyenii), Vit Kwao Krua (Butea superba, Pueraria mirifica) and Tongkat Ali (Eurycoma longifolia) from Sweden"
662,border rejection,08/11/2011,30/01/2012,2011.CHT,Finland,food,"cocoa and cocoa preparations, coffee and tea","unauthorised substance sibutramine in green tea from the United States, via China"
663,border rejection,08/11/2011,06/12/2011,2011.CHW,Denmark,food,cereals and bakery products,"high content of aluminium (14,4 mg/kg - ppm) in egg noodles from China"
664,information for attention,04/11/2011,06/05/2014,2011.1555,Cyprus,food,"dietetic foods, food supplements, fortified foods","unauthorised substances tin, nickel and vanadium in food supplement from the United States, via China"
665,information for follow-up,04/11/2011,09/12/2011,2011.1557,Switzerland,food,herbs and spices,"unauthorised colours Sudan 1 (0.2 mg/kg - ppm) and Sudan 4 (0.21 mg/kg - ppm) in sumac spice from Turkey, via Germany"
666,border rejection,02/11/2011,02/11/2011,2011.CGD,Malta,food,cereals and bakery products,high content of aluminium (20 mg/kg - ppm) in noodles from China
667,border rejection,01/11/2011,08/11/2011,2011.CFQ,Finland,food,cereals and bakery products,high content of aluminium (30 mg/kg - ppm) in vermicelli rice from Thailand
668,information for follow-up,31/10/2011,06/02/2012,2011.1536,Italy,food,fish and fish products,carbon monoxide treatment (400 µg/kg - ppb) of chilled loins of yellowfin tuna (Thunnus albacares) from Spain
669,border rejection,27/10/2011,27/10/2011,2011.CER,United Kingdom,food,cereals and bakery products,high content of aluminium (34 mg/kg - ppm) in bean vermicelli from China
670,information for attention,26/10/2011,08/06/2012,2011.1505,Romania,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sibutramine in food supplement from China
671,information for attention,26/10/2011,17/11/2011,2011.1508,Czech Republic,food,cereals and bakery products,high content of aluminium (442 mg/kg - ppm) in vermicelli noodles from Vietnam
672,alert,21/10/2011,16/05/2012,2011.1477,Luxembourg,food,"dietetic foods, food supplements, fortified foods","unauthorised substance sildenafil thiono analogue (Dithio-desmethyl carbodenafil: 114.7 mg/item) in food supplement from Estonia, via France"
673,border rejection,21/10/2011,24/10/2011,2011.CDG,United Kingdom,food,eggs and egg products,high content of aluminium (13 mg/kg - ppm) in dried egg noodles from China
674,alert,18/10/2011,27/04/2015,2011.1457,Norway,food,"dietetic foods, food supplements, fortified foods","unauthorised substance sildenafil thiono analogue (probably dithio-desmethylcarbodenafil) in food supplement from Estonia, via Denmark"
675,information for follow-up,18/10/2011,06/02/2014,2011.1452,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised novel food ingredient creatine derivative (creatine-malate and creatine-ester) and unauthorised substances citrulline malate and arginine alphaketoglutarate in food supplement from Poland
676,alert,18/10/2011,25/10/2011,2011.1449,Norway,food,"dietetic foods, food supplements, fortified foods",unauthorised substance tadalafil (23 mg) in food supplement from China
677,alert,18/10/2011,18/10/2011,2011.1450,Norway,food,"dietetic foods, food supplements, fortified foods",unauthorised substance tadalafil (24 mg/item) in food supplement from China
678,information for follow-up,13/10/2011,06/12/2011,2011.1425,United Kingdom,food,"soups, broths, sauces and condiments",too high content of erucic acid (19.3 %) in mango pickle from India
679,border rejection,10/10/2011,16/12/2011,2011.CAX,Cyprus,food,"dietetic foods, food supplements, fortified foods","unauthorised substance sibutramine (sibutramine hydrochloride: 5.3 mg/item) in food supplement manufactured in the United States, via China"
680,border rejection,10/10/2011,16/11/2011,2011.CAY,Cyprus,food,"dietetic foods, food supplements, fortified foods","unauthorised substance tadalafil (7.7 mg/item) in chewing gum allegedly from France, dispatched from China"
681,border rejection,10/10/2011,16/11/2011,2011.CAW,Cyprus,food,"dietetic foods, food supplements, fortified foods","unauthorised substance tadalafil (4.1 µg/item) in chewing gum allegedly from France, dispatched from China"
682,border rejection,06/10/2011,06/10/2011,2011.BZR,United Kingdom,food,fish and fish products,carbon monoxide treatment (0.8 mg/kg - ppm) of chilled amberjacks (seriola spp) from Japan
683,border rejection,06/10/2011,06/10/2011,2011.BZN,United Kingdom,food,fish and fish products,carbon monoxide treatment (2200 µg/kg - ppb) of chilled amberjack (Seriola spp) from Japan
684,information for follow-up,04/10/2011,27/01/2014,2011.1351,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of lust stimulating tablets containing maca (Lepidium mayenii Walp) and devil's weed (Tribulus terrestris L) from the Netherlands
685,information for follow-up,04/10/2011,06/01/2012,2011.1352,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of lust stimulating tablets containing Maca (Lepidium mayenii Walp) from Germany
686,information for follow-up,04/10/2011,04/10/2011,2011.1349,Denmark,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of and unauthorised novel food ingredient Epimedium in lust stimulating tablets containing Maca (Lepidium mayenii Walp) and devil's weed (Tribulus terrestris L) from the Netherlands
687,border rejection,30/09/2011,06/05/2014,2011.BYK,Cyprus,food,"dietetic foods, food supplements, fortified foods","unauthorised substances tin, nickel and vanadium in food supplement from the United States"
688,alert,30/09/2011,05/01/2012,2011.1333,Luxembourg,food,"dietetic foods, food supplements, fortified foods","unauthorised substance sildenafil (2.8 mg/100ml) in food supplement from China, via France"
689,border rejection,29/09/2011,29/09/2011,2011.BYG,United Kingdom,food,herbs and spices,unauthorised colours Sudan 1 (469.3 mg/kg - ppm) and Sudan 4 (33.2 mg/kg - ppm) in curry powder from Pakistan
690,border rejection,27/09/2011,05/10/2011,2011.BXP,United Kingdom,food,cereals and bakery products,high content of aluminium (25.1 mg/kg - ppm) in hand pulled noodles from China
691,information for attention,23/09/2011,06/05/2014,2011.1297,Sweden,food,"dietetic foods, food supplements, fortified foods",unauthorised substance vanadium in food supplement from the United States
692,alert,23/09/2011,26/09/2011,2011.1301,Germany,food,cereals and bakery products,high content of aluminium (287 mg/kg - ppm) and unauthorised use of colour E 102 - tartrazine (positive) and of colour E 110 - Sunset Yellow FCF (positive) in glass noodles from Vietnam
693,information for attention,20/09/2011,06/12/2011,2011.1278,United Kingdom,food,"soups, broths, sauces and condiments",too high content of erucic acid (12 %) in lemon pickle from Nepal
694,information for attention,09/09/2011,26/06/2013,2011.1232,Austria,food,fruits and vegetables,unauthorised substance morpholine (0.034 mg/kg - ppm) in papaya from Brazil
695,information for attention,08/09/2011,06/12/2011,2011.1224,Austria,food,fruits and vegetables,unauthorised substance morpholine (1.349 mg/kg - ppm) in papayas from Brazil
696,information for attention,06/09/2011,31/10/2011,2011.1206,Switzerland,food,herbs and spices,unauthorised colour Basic Red 46 (0.5 <--> 1.5 g/kg) in sumac from Turkey
697,information for follow-up,06/09/2011,06/09/2011,2011.1207,Germany,food,"dietetic foods, food supplements, fortified foods","unauthorised novel food ingredient Gynostemma pentaphyllum, novel food ingredient milk thistle (Silybum marianum) and novel food ingredient toothed clubmoss (Huperzia serrata) and unauthorised substances vinpocetine, vincamine and vinburnine in pre-training dietary supplement from the United States, via the Netherlands"
698,alert,05/09/2011,15/09/2011,2011.1201,Spain,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sildenafil thiono analogue in food supplement from Portugal
699,alert,02/09/2011,09/09/2011,2011.1188,Czech Republic,food,fruits and vegetables,unauthorised food additive formic acid (779 mg/kg - ppm) in sour cabbage from Poland
700,information for attention,31/08/2011,15/12/2011,2011.1180,Austria,food,fruits and vegetables,"unauthorised substance morpholine (2.289 mg/kg - ppm) in papaya from Brazil, via Germany"
701,alert,30/08/2011,28/11/2011,2011.1177,Lithuania,food,"dietetic foods, food supplements, fortified foods","benzalkonium chloride (6400.00; 11.00 mg/kg - ppm) in grapefruit seed extract from Poland, via Latvia"
